,ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACIÓN,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS,MUNICIPIO_UNICO,PORCENTAJE_FEMINICIDIOS_UNICO
1713,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,IBAGUÉ,Colombia,Venezuela,FEMENINO,1,579803,120,100%,0.0206966849084948%,,
1714,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,TERMINACIÓN ANTICIPADA,SIN DATO,SI,SI,SI,COELLO,Colombia,Colombia,FEMENINO,1,10120,1,100%,0.00988142292490119%,,
1715,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Venezuela,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1716,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,NO,SI,FLORIDA,Colombia,Colombia,MASCULINO,1,59207,7,100%,0.0118229263431689%,,
1717,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,SI,SI,TRUJILLO,Colombia,Colombia,FEMENINO,1,17798,2,100%,0.0112372176649062%,,
1718,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,4,2496346,444,100%,0.0177859960117708%,,
1719,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Venezuela,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1720,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,JAMUNDÍ,Colombia,Colombia,FEMENINO,1,132540,11,100%,0.00829938131884714%,,
1721,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,100%,0.0146302056498038%,,
1722,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PALMIRA,Colombia,Colombia,MASCULINO,1,314418,46,100%,0.0146302056498038%,,
1723,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,TULUÁ,Colombia,Colombia,FEMENINO,1,224257,14,100%,0.00624283745880842%,,
1724,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1725,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,EL CERRITO,Colombia,Colombia,FEMENINO,1,58829,4,100%,0.00679936765880773%,,
1726,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,RESTREPO,Colombia,Colombia,FEMENINO,1,10715,11,100%,0.102659822678488%,,
1727,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,RIOFRÍO,Colombia,Colombia,FEMENINO,1,13569,5,100%,0.0368486992409168%,,
1728,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,VIJES,Colombia,Colombia,FEMENINO,1,11673,2,100%,0.0171335560695622%,,
1729,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,CALIMA,Colombia,Colombia,FEMENINO,1,15898,2,100%,0.0125801987671405%,,
1730,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,GUADALAJARA DE BUGA,Colombia,Colombia,FEMENINO,1,114053,8,100%,0.00701428283341955%,,
1731,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1732,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,EL CERRITO,Colombia,Colombia,MASCULINO,1,58829,4,100%,0.00679936765880773%,,
1733,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1734,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1735,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1736,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,100%,0.0146302056498038%,,
1737,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,INFANCIA 6 - 11,SI,NO,NO,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,100%,0.0146302056498038%,,
1738,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,SI,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,100%,0.0146302056498038%,,
1739,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Vaupés,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,MITÚ,Colombia,Colombia,FEMENINO,1,33079,2,100%,0.00604613198706128%,,
1740,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022",Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
1741,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022",Guaviare,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SAN JOSÉ DEL GUAVIARE,Colombia,Venezuela,FEMENINO,1,70019,10,100%,0.0142818377868864%,,
1742,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022",Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CIÉNAGA,Colombia,Colombia,FEMENINO,1,105807,14,100%,0.0132316387384578%,,
1743,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022",Santander,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,CIMITARRA,Colombia,Colombia,FEMENINO,1,50892,6,100%,0.0117896722471115%,,
1744,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022",Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
1745,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Amazonas,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,LETICIA,Colombia,Colombia,FEMENINO,1,42956,3,100%,0.00698389049259708%,,
1746,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
1747,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Bolívar,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1748,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Cundinamarca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
1749,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Cundinamarca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,FACATATIVÁ,Colombia,Colombia,FEMENINO,1,144149,11,100%,0.00763099293092564%,,
1750,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",La Guajira,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,RIOHACHA,Colombia,Colombia,FEMENINO,1,304987,12,100%,0.00393459393351192%,,
1751,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",La Guajira,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,RIOHACHA,Colombia,Colombia,FEMENINO,1,304987,12,100%,0.00393459393351192%,,
1752,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Venezuela,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
1753,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Magdalena,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,EL PIÑON,Colombia,Colombia,FEMENINO,1,16709,1,100%,0.00598479861152672%,,
1754,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Meta,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,,
1755,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Meta,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,PUERTO GAITÁN,Colombia,Colombia,FEMENINO,1,19113,15,100%,0.0784806152880239%,,
1756,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Meta,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,,
1757,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Risaralda,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,100%,0.00727455630402657%,,
1758,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Santander,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,BARRANCABERMEJA,Colombia,Colombia,FEMENINO,1,191144,13,100%,0.00680115515004395%,,
1759,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Sucre,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SANTIAGO DE TOLÚ,Colombia,Colombia,FEMENINO,1,36304,5,100%,0.0137725870427501%,,
1760,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Tolima,ACTIVO,INVESTIGACIÓN,ADOLESCENTE 14 - 17,SI,NO,SI,ESPINAL,Colombia,Colombia,MASCULINO,1,75692,10,100%,0.0132114358188448%,,
1761,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Tolima,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,NO,SI,ESPINAL,Colombia,Colombia,FEMENINO,1,75692,10,100%,0.0132114358188448%,,
1762,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,IBAGUÉ,Colombia,Colombia,FEMENINO,1,579803,120,100%,0.0206966849084948%,,
1763,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Caldas,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,VILLAMARÍA,Colombia,Colombia,FEMENINO,1,61871,1,100%,0.00161626610205104%,,
1764,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,EL COLEGIO,Colombia,Colombia,FEMENINO,1,22335,5,100%,0.0223863890754421%,,
1765,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SANTA MARTA,Colombia,Colombia,MASCULINO,1,524031,75,100%,0.0143121303892327%,,
1766,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
1767,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Tolima,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,IBAGUÉ,Colombia,Colombia,FEMENINO,1,579803,120,100%,0.0206966849084948%,,
1768,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SAN FRANCISCO,Colombia,Colombia,FEMENINO,1,4825,4,100%,0.0829015544041451%,,
1769,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,2,8380801,884,100%,0.0105479177944924%,,
1770,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1771,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Tolima,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SALDAÑA,Colombia,Colombia,FEMENINO,1,14111,1,100%,0.00708666997377932%,,
1772,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,100%,0.0227975652200345%,,
1773,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR DISCAPACIDAD, DESPLAZAMIENTO FORZADO, CONDICION SOCIOECO. O PREJUICIOS ART. 104B L.D",Meta,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,,
1774,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Antioquia,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
1775,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B","BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,NO,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1776,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Bolívar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1777,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Bolívar,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1778,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Boyaca,ACTIVO,TERMINACIÓN ANTICIPADA,ADOLESCENTE 14 - 17,SI,NO,SI,TOCA,Colombia,Colombia,FEMENINO,1,9902,3,100%,0.030296909715209%,,
1779,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Boyaca,ACTIVO,TERMINACIÓN ANTICIPADA,SIN DATO,SI,SI,SI,TOCA,Colombia,Colombia,FEMENINO,1,9902,3,100%,0.030296909715209%,,
1780,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Caldas,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,SI,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,100%,0.00571221370633261%,,
1781,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Cundinamarca,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,LA MESA,Colombia,Colombia,FEMENINO,1,33718,4,100%,0.0118630998279851%,,
1782,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Meta,ACTIVO,INVESTIGACIÓN,ADOLESCENTE 14 - 17,SI,NO,SI,GRANADA,Colombia,Venezuela,FEMENINO,1,9890,4,100%,0.0404448938321537%,,
1783,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Risaralda,ACTIVO,JUICIO,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,SANTA ROSA DE CABAL,Colombia,Venezuela,FEMENINO,1,73231,2,100%,0.00273108383061818%,,
1784,2022,2022,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Santander,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,CIMITARRA,Colombia,Colombia,FEMENINO,1,50892,6,100%,0.0117896722471115%,,
1785,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,BARBOSA,Colombia,Colombia,FEMENINO,1,53943,4,100%,0.00741523459948464%,,
1786,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,LA ESTRELLA,Colombia,Colombia,FEMENINO,1,67254,16,100%,0.0237904065185714%,,
1787,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
1788,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,SALGAR,Colombia,Colombia,FEMENINO,1,17249,5,100%,0.0289871876630529%,,
1789,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,100%,0.00559890261508744%,,
1790,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,LA CEJA,Colombia,Colombia,FEMENINO,1,55843,1,100%,0.00179073473846319%,,
1791,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Arauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ARAUCA,Colombia,Colombia,FEMENINO,1,94377,18,100%,0.0190724434978861%,,
1792,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,PUERTO COLOMBIA,Colombia,Colombia,FEMENINO,1,26450,3,100%,0.0113421550094518%,,
1793,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,TERMINACIÓN ANTICIPADA,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1794,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1795,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,4,8380801,884,100%,0.0105479177944924%,,
1796,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CLEMENCIA,Colombia,Colombia,FEMENINO,1,13056,1,100%,0.0076593137254902%,,
1797,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,SIMITÍ,Colombia,Colombia,FEMENINO,1,22012,1,100%,0.00454297655824096%,,
1798,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,LA DORADA,Colombia,Colombia,FEMENINO,1,78949,9,100%,0.011399764404869%,,
1799,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,FLORENCIA,Colombia,Colombia,FEMENINO,1,187515,14,100%,0.00746606938111618%,,
1800,2022,2022,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MILÁN,Colombia,Colombia,FEMENINO,1,11885,1,100%,0.00841396718552798%,,
